COO,557,COO,53,CSR,198,DIA,0,ELL,0,COO-CSR,296,COO-CSR-ELL,8,all,0,Others,2
CSR,410,COO,1,CSR,328,DIA,0,ELL,0,COO-CSR,57,COO-CSR-ELL,15,all,1,Others,8
DIA,182,COO,1,CSR,81,DIA,0,ELL,5,COO-CSR,7,COO-CSR-ELL,11,all,58,Others,19
ELL,58,COO,0,CSR,16,DIA,0,ELL,3,COO-CSR,2,COO-CSR-ELL,12,all,0,Others,25
