COO,557,COO,12,CSR,460,DIA,0,ELL,0,COO-CSR,80,COO-CSR-ELL,2,all,1,Others,2
CSR,410,COO,0,CSR,360,DIA,0,ELL,0,COO-CSR,43,COO-CSR-ELL,5,all,2,Others,0
DIA,182,COO,1,CSR,114,DIA,11,ELL,0,COO-CSR,1,COO-CSR-ELL,0,all,26,Others,29
ELL,58,COO,0,CSR,41,DIA,0,ELL,1,COO-CSR,1,COO-CSR-ELL,7,all,0,Others,8
