COO,247,COO,10,CSR,186,DIA,0,ELL,0,COO-CSR,49,COO-CSR-ELL,1,all,0,Others,1
CSR,814,COO,0,CSR,793,DIA,0,ELL,0,COO-CSR,8,COO-CSR-ELL,5,all,6,Others,2
DIA,88,COO,0,CSR,44,DIA,14,ELL,0,COO-CSR,0,COO-CSR-ELL,0,all,9,Others,21
ELL,42,COO,0,CSR,35,DIA,0,ELL,1,COO-CSR,2,COO-CSR-ELL,0,all,1,Others,3
