COO,557,COO,37,CSR,301,DIA,0,ELL,0,COO-CSR,216,COO-CSR-ELL,1,all,0,Others,2
CSR,410,COO,2,CSR,398,DIA,0,ELL,0,COO-CSR,6,COO-CSR-ELL,4,all,0,Others,0
DIA,182,COO,1,CSR,92,DIA,13,ELL,0,COO-CSR,4,COO-CSR-ELL,1,all,19,Others,52
ELL,58,COO,0,CSR,31,DIA,0,ELL,3,COO-CSR,3,COO-CSR-ELL,11,all,0,Others,10
