COO,557,COO,333,CSR,43,DIA,0,ELL,2,COO-CSR,173,COO-CSR-ELL,4,all,0,Others,2
CSR,410,COO,4,CSR,313,DIA,0,ELL,0,COO-CSR,84,COO-CSR-ELL,5,all,0,Others,4
DIA,182,COO,9,CSR,56,DIA,0,ELL,6,COO-CSR,18,COO-CSR-ELL,23,all,52,Others,18
ELL,58,COO,2,CSR,5,DIA,0,ELL,10,COO-CSR,8,COO-CSR-ELL,19,all,0,Others,14
