COO,247,COO,136,CSR,10,DIA,0,ELL,0,COO-CSR,98,COO-CSR-ELL,1,all,0,Others,2
CSR,814,COO,67,CSR,494,DIA,0,ELL,1,COO-CSR,232,COO-CSR-ELL,15,all,1,Others,4
DIA,88,COO,10,CSR,5,DIA,0,ELL,0,COO-CSR,9,COO-CSR-ELL,8,all,41,Others,15
ELL,42,COO,2,CSR,3,DIA,0,ELL,3,COO-CSR,6,COO-CSR-ELL,18,all,0,Others,10
