08blocks,300,592,9.30010241438,338.449620538,50035,9.88288090074,236.894757963,50035,0.248664904621,24.8384660576,50035,0.11366784544,18.1303116151,50035,
1138_bus,1138,4054,2.0744583036,342.582526417,1904,16.4571910464,245.696969468,1904,0.0330782868628,3.36712361759,1904,1.27778724161,69.1278028746,1904,
144,144649,2148786,2.01198601576,235.151093338,7822,3.60477406511,328.309549301,7822,-1,-1,-1,0.34801543724,166.637146277,7822,
2D_27628_bjtcai,27628,206670,2.40509381343,341.916965315,19684,2.60428467605,410.466732592,19684,0.00446738328917,3.52664135487,19684,0.0785634002714,52.387832708,19684,
2D_54019_highK,54019,486129,5.86923424351,338.760896065,61403,80.1771066515,360.629821959,61403,-1,-1,-1,23.9527070464,160.916583928,61403,
2cubes_sphere,101492,1647264,1.33072558007,276.169024544,9346,2.5538224814,414.927960066,9346,-1,-1,-1,1.50833686542,169.908612625,9346,
333SP,3712815,22217266,0.437785707866,135.69812235,36314,0.222886599533,143.964140608,36314,-1,-1,-1,0.0563641725926,53.4492891004,36314,
3D_28984_Tetra,28984,285092,4.52852075373,340.698409653,52235,4.74348070972,414.67927357,52235,0.00416715037729,3.17477922916,52235,0.211302973858,26.4292203561,52235,
3D_51448_3D,51448,537038,12.7785332221,330.501092425,5832,13.6503727365,436.084450272,5832,-1,-1,-1,0.0393038850921,8.88834087778,5832,
3dtube,45330,3213618,7.45531264708,274.348717626,12164,1.93695670173,504.492621213,12164,-1,-1,-1,0.00667328393075,10.4126950184,12164,
3elt,4720,27444,1.64765779347,307.077416226,27125,20.2019742593,341.343283679,27125,0.00573340030308,2.46877375423,27125,0.556968557514,225.690789449,27125,
3elt_dual,9000,26556,2.0461770255,313.42113074,34785,7.98840324888,291.184210448,34785,0.00140827433343,1.36801978158,34785,1.47163671895,334.247954852,34785,
494_bus,494,1666,0.974523285573,311.465763292,26050,20.2806947802,304.12559325,26050,0.172751101161,5.13634752046,26050,0.104156410297,119.834562124,26050,
598a,110971,1483868,2.24991966056,220.970539869,33584,0.917671491391,300.074418657,33584,-1,-1,-1,0.34765481656,145.050635594,33584,
662_bus,662,2474,2.11462421809,347.534632322,46731,5.52143815518,302.629968943,46731,0.0308694355853,4.57652358095,46731,2.5598540266,132.193427723,46731,
685_bus,685,3249,1.70705976882,345.275391593,55154,11.8610880421,342.180094581,55154,0.017235661972,7.63832563384,55154,0.946424551521,130.58681675,55154,
ABACUS_shell_ud,23412,218484,4.12977597436,339.246646654,44658,4.52404620837,439.163819046,44658,0.0776288419048,6.80095251449,44658,4.09867233703,212.740019377,44658,
AS365,3799275,22736152,3.00307586033,90.866343,8354,10.169825165,84.8728073624,8354,-1,-1,-1,0.132941017819,60.5764314073,8354,
ASIC_100k,99340,940621,1.0910804702,317.410947952,64055,0.534505373414,389.168804282,64055,-1,-1,-1,-1,-1,-1,
ASIC_100ks,99190,578890,11.108055131,322.590442246,41821,0.937939021053,344.167657402,41821,-1,-1,-1,0.0204594982193,9.72850792778,41821,
ASIC_320k,321821,1931828,2.01079353909,304.193743871,18479,2.34405688809,341.916460493,18479,-1,-1,-1,-1,-1,-1,
ASIC_320ks,321671,1316085,10.8601951066,303.068369972,63394,2.56119191101,286.416756258,63394,-1,-1,-1,0.00777079943938,8.92049344104,63394,
ASIC_680k,682862,2638997,0.934678429256,317.045003249,5218,0.849159193691,302.290607457,5218,-1,-1,-1,-1,-1,-1,
ASIC_680ks,682712,1693767,14.6623720493,268.384150189,5487,0.696309771313,242.312875529,5487,-1,-1,-1,0.00612281464305,5.19592306276,5487,
Alemdar,6245,42581,0.605120997596,297.083653191,27025,8.80215065573,359.333333387,27025,0.0214800456244,1.5760175586,27025,0.415600338674,236.561111044,27025,
Andrews,60000,760154,0.893170795897,228.433039953,7680,17.2152672775,292.648315789,7680,-1,-1,-1,0.205156159692,105.745844047,7680,
Baumann,112211,748331,1.35798063479,332.030129565,35626,2.28169861367,393.754801177,35626,2.18668598636,431.066244578,35626,0.665378331753,324.725970882,35626,
BenElechi1,245874,13150496,0.638387827827,282.170359582,56040,1.56416228264,511.792021774,56040,-1,-1,-1,0.863642219204,330.331474511,56040,
CAG_mat1916,1916,195985,2.47581335057,345.348322536,23195,3.84314809904,528.974360027,23195,0.140407661277,23.9737003023,23195,0.360791004045,130.700233418,23195,
CAG_mat364,364,13585,2.28939511293,345.811128838,29685,8.27852074268,446.875001021,29685,0.486943730355,47.725276648,29685,0.79045157996,160.86441688,29685,
CAG_mat72,72,1012,3.53325220621,348.906684409,55210,22.2435705619,441.247002325,55210,0.749010858479,99.7879997968,55210,1.03082964534,184.368737496,55210,
CO,221119,7666057,2.16484796241,281.742601366,30549,1.51335544579,482.141950437,30549,-1,-1,-1,1.47865983025,37.4987502143,30549,
CSphd,1882,1740,14.9671150125,322.332203197,15575,7.22605941003,162.207513748,15575,0.00140556607892,0.704995602894,15575,0.015119960041,7.30608945759,15575,
California,9664,16150,30.4666845789,312.461305301,50080,4.33721159819,161.097257016,50080,0.00015971967038,0.131979218381,50080,0.00165475688563,3.52128030697,50080,
Chebyshev1,261,2319,10.3005526089,343.240791608,54741,13.6957762869,390.075694238,54741,0.223487269099,30.6462270421,54741,0.0393926757805,12.1292954656,54741,
Chebyshev2,2053,18447,66.5549705825,284.839664817,21265,10.6449918277,411.304348308,21265,0.00843610364566,3.85617977514,21265,0.0229618444487,1.5043118387,21265,
Chebyshev3,4101,36879,108.948502457,238.172659733,40224,4.63851936566,431.333333695,40224,0.0105588317948,1.96420867621,40224,0.000632294943106,0.758960681355,40224,
